name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
10022,2024-01-01T00:00:00,43.1,39.4,26.9,52.6,0,0,,0,0,8.5,6.1,258,1015.8,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T01:00:00,42.2,37.8,27,54.67,0,0,rain,0,0,10.1,6.9,258,1015.6,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T02:00:00,42.2,39,28.1,57.09,0,0,,0,0,11.2,5,270,1015.5,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T03:00:00,41,41,28.2,59.93,0,0,rain,0,0,9.8,0.8,348,1015.5,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T04:00:00,41,38.9,29.1,62.18,0,0,rain,0,0,8.1,3.6,253,1015,99.8,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T05:00:00,40,40,29.9,66.97,0,0,rain,0,0,6.7,0.4,344,1015.2,89.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T06:00:00,41,37.7,30,64.51,0,0,rain,0,0,6.3,4.9,290,1015.6,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T07:00:00,39.1,36.6,33,78.68,0.011,100,rain,0,0,5.6,3.6,292,1016,100,7.1,0,0,0,10,"Rain, Overcast",rain,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T08:00:00,39,36.8,33.9,81.89,0.012,100,rain,0,0,5.4,3.4,240,1016.4,100,8.8,11,0,0,10,"Rain, Overcast",rain,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T09:00:00,39.8,37.7,34,79.54,0.004,100,rain,0,0,6,3.4,333,1016.9,100,9.9,70,0.3,1,10,"Rain, Overcast",rain,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T10:00:00,41,38.9,33.2,73.6,0,0,,0,0,6.7,3.6,360,1017.1,99.2,9.9,258,0.9,3,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T11:00:00,43.1,41.9,33.2,67.77,0,0,,0,0,6.7,3,75,1016.7,51.9,9.9,367,1.3,4,10,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T12:00:00,45,43.9,32.1,60.45,0,0,,0,0,6,3,0,1016,7,9.9,464,1.7,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T13:00:00,46,44.9,31.9,57.49,0,0,,0,0,4.9,3.3,307,1015.7,88,9.9,239,0.9,2,10,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T14:00:00,45,45,29.9,55.33,0,0,,0,0,6.7,0.5,355,1015.7,88.9,9.9,234,0.8,2,10,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T15:00:00,46.1,44.8,29.9,53.11,0,0,,0,0,5.4,3.5,48,1016.1,99,9.9,60,0.2,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T16:00:00,46,44.6,29.9,53.16,0,0,,0,0,4,3.7,52,1016.4,99.2,9.9,12,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T17:00:00,45,41.8,29.9,55.32,0,0,,0,0,2.5,5.8,18,1016.7,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T18:00:00,43.1,40.2,28.2,55.42,0,0,,0,0,1.3,4.9,336,1017.2,7,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T19:00:00,42.2,42.2,28.1,57.15,0,0,,0,0,4.7,0.9,357,1017.7,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T20:00:00,41,41,27.1,57.33,0,0,,0,0,10.3,0.8,357,1017.8,27.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T21:00:00,39.9,37.4,27.1,60.05,0,0,,0,0,14.5,3.8,344,1018.1,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T22:00:00,38.1,38.1,26.1,61.71,0,0,,0,0,15.4,0.9,358,1018.4,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-01T23:00:00,37.1,31.5,26.2,64.19,0,0,,0,0,15.2,7.3,303,1018.6,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T00:00:00,35.1,29.2,25.1,66.47,0,0,,0,0,14.5,7,356,1018.5,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T01:00:00,34.1,28,24.2,66.76,0,0,,0,0,13.9,7.1,340,1018.3,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T02:00:00,32.1,32.1,21.9,65.8,0,0,,0,0,13,0.8,358,1018.3,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T03:00:00,31,31,21.8,68.3,0,0,,0,0,12.8,0.7,359,1018.5,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T04:00:00,30.9,26.9,20.1,63.95,0,0,,0,0,12.8,3.9,350,1018.6,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T05:00:00,30,30,19.2,63.83,0,0,,0,0,12.8,0.9,360,1018.5,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T06:00:00,29.9,24.6,19.2,64,0,0,,0,0,12.3,5,350,1019,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T07:00:00,29.1,21.9,19.2,66.23,0,0,,0,0,11.4,7.1,356,1019.6,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T08:00:00,29.2,23.5,18.2,62.99,0,0,,0,0,10.7,5.3,348,1019.8,0,9.9,23,0.1,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,72503014732"
10022,2024-01-02T09:00:00,30,30,19.1,63.52,0,0,,0,0,10.1,0.8,358,1020,0,9.9,195,0.7,2,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T10:00:00,32.1,28.3,19.2,58.62,0,0,,0,0,10.5,3.9,322,1020,0,9.9,380,1.4,4,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T11:00:00,34.2,28.1,19.3,54.09,0,0,,0,0,11.4,7,292,1019.5,0,9.9,459,1.7,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T12:00:00,38,35,20,48.09,0,0,,0,0,11.2,4,312,1018.1,0,9.9,480,1.7,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T13:00:00,38.9,33.8,20.1,46.31,0,0,,0,0,10.3,7.2,314,1017,0,9.9,438,1.6,4,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T14:00:00,41,37.7,21,44.48,0,0,,0,0,13.4,4.9,320,1016.1,0,9.9,346,1.2,3,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T15:00:00,42.2,37.7,20.2,41,0,0,,0,0,12.5,7.2,311,1016,0,9.9,207,0.7,2,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T16:00:00,42.2,38.3,20.1,40.88,0,0,,0,0,11.4,6.2,308,1015.5,0,9.9,33,0.1,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T17:00:00,41,38.8,21,44.45,0,0,,0,0,7.4,3.7,336,1015.9,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T18:00:00,41,41,21.1,44.64,0,0,,0,0,8.5,0.5,353,1016.2,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T19:00:00,41,41,21,44.52,0,0,,0,0,9.4,0.9,354,1016.3,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T20:00:00,40.9,37.4,21.9,46.25,0,0,,0,0,10.7,5.2,290,1016.3,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T21:00:00,39.9,36.2,21.8,48.16,0,0,,0,0,11.4,5.1,272,1016.2,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T22:00:00,39.8,34.3,21.9,48.37,0,0,,0,0,11.6,8.1,282,1016.4,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-02T23:00:00,38.9,34.5,21.9,50.12,0,0,,0,0,11.6,5.9,281,1016.1,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T00:00:00,38,32.1,21.9,52.02,0,0,,0,0,12.5,8,273,1015.7,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T01:00:00,37.1,31.6,23.1,56.57,0,0,,0,0,14.1,7.1,272,1015.8,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T02:00:00,36,30.2,24.2,61.83,0,0,,0,0,13.9,7.1,291,1015.6,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T03:00:00,35.1,30.4,24.2,64.08,0,0,,0,0,13.6,5.3,298,1015.7,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T04:00:00,35.1,29.8,24.2,64.08,0,0,,0,0,13,6.2,311,1015.6,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T05:00:00,34.1,28.5,24.1,66.7,0,0,,0,0,13.4,6.3,306,1015.8,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T06:00:00,35,30.8,24.2,64.35,0,0,,0,0,13.4,4.8,284,1016.1,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T07:00:00,35,30,24.2,64.23,0,0,,0,0,12.3,5.9,270,1016.4,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T08:00:00,35.1,30.7,24.1,63.85,0,0,,0,0,12.5,5,293,1017.2,6.5,9.9,8,0,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T09:00:00,36.1,33.2,24.2,61.67,0,0,,0,0,12.5,3.7,278,1017.5,5.3,9.9,104,0.4,1,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T10:00:00,37.3,33.1,24.2,58.86,0,0,,0,0,11.2,5.2,296,1017.6,5.6,9.9,221,0.8,2,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T11:00:00,39.8,37.4,24.3,53.43,0,0,,0,0,11,3.7,306,1017,3.6,9.9,443,1.6,4,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T12:00:00,41.1,36.3,24.3,50.89,0,0,,0,0,10.5,7.2,303,1016.1,5.6,9.9,487,1.8,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T13:00:00,43,39.2,25.1,48.97,0,0,,0,0,10.5,6.2,356,1015.5,99.2,9.9,190,0.7,2,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T14:00:00,43,39.9,25.2,49,0,0,,0,0,13,5.2,322,1015.5,99.2,9.9,144,0.5,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T15:00:00,42.1,37.1,25.2,50.74,0,0,,0,0,12.3,8.1,283,1015.4,99.2,9.9,97,0.3,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T16:00:00,40.9,35.3,25.1,52.96,0,0,,0,0,9.4,8.9,332,1015,99.2,9.9,12,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T17:00:00,39.9,35.6,25.1,55.13,0,0,,0,0,8.5,6.1,302,1015.6,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T18:00:00,39.9,37.6,25.1,55.13,0,0,,0,0,10.1,3.6,288,1016,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T19:00:00,39.9,36.6,25.1,55.13,0,0,,0,0,11.2,4.7,280,1016.2,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T20:00:00,39.9,37.3,25.2,55.3,0,0,,0,0,11,3.9,304,1015.9,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T21:00:00,39.8,37.5,25.1,55.31,0,0,,0,0,10.1,3.6,332,1015.6,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T22:00:00,39.8,37.6,24.3,53.5,0,0,,0,0,10.1,3.5,328,1015.4,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-03T23:00:00,39.8,34.3,25.1,55.31,0,0,,0,0,10.1,8.1,275,1015.5,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T00:00:00,39,39,25.1,57.14,0,0,,0,0,11.2,0.7,350,1015.4,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T01:00:00,39,39,25.1,57.14,0,0,,0,0,11.2,0.4,355,1014.8,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T02:00:00,39,36.8,25.1,57.18,0,0,,0,0,7.8,3.4,278,1014.8,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T03:00:00,39,39,25.1,57.22,0,0,,0,0,7.4,0.5,344,1014.4,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T04:00:00,39.8,37.6,26,57.56,0,0,,0,0,7.8,3.5,256,1013.7,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T05:00:00,39.8,34.9,26,57.51,0,0,,0,0,8.1,7,249,1013.2,99.2,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T06:00:00,39.9,37.5,26.1,57.54,0,0,,0,0,8.7,3.7,280,1013.3,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T07:00:00,38.9,35.1,27,62.07,0,0,,0,0,10.1,5.1,308,1013.2,100,9.9,0,0,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T08:00:00,38.9,33.2,28.1,65.04,0,0,,0,0,11,8,281,1013.8,100,9.9,32,0.1,0,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T09:00:00,39.8,36.3,27.1,60.14,0,0,,0,0,11.4,5,302,1014.1,100,9.9,51,0.2,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T10:00:00,39.8,34.1,27,59.97,0,0,,0,0,12.5,8.4,292,1014.5,100,9.9,77,0.3,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T11:00:00,41,36.6,28.1,60.05,0,0,,0,0,17.7,6.5,310,1014.4,100,9.9,272,1,3,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T12:00:00,43,37.9,27.1,53.13,0,0,,0,0,22.4,8.6,311,1013.9,100,9.9,290,1,3,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T13:00:00,44.1,39,25.2,47.26,0,0,snow,0,0,17,9.2,356,1013.5,99.2,9.9,142,0.5,1,10,Overcast,cloudy,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T14:00:00,44.1,39.7,22,41.3,0,0,,0,0,25.3,7.7,318,1013.5,52.4,9.9,357,1.3,4,10,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T15:00:00,43.1,33.4,19.6,38.58,0,0,,0,0,32.5,26,320,1014.2,53.8,9.9,53,0.2,1,10,Partially cloudy,partly-cloudy-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T16:00:00,41.1,33.7,19.5,41.63,0,0,,0,0,27.7,13.5,301,1015.3,3.6,9.9,39,0.1,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T17:00:00,39,28.3,16.4,39.53,0,0,,0,0,31.5,23.5,314,1016.8,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T18:00:00,37.2,29.2,15.5,40.77,0,0,,0,0,24.9,12.1,292,1017.9,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T19:00:00,35.1,24.8,13.1,39.85,0,0,,0,0,23.8,17.4,302,1019.2,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T20:00:00,34.1,26.3,11.1,38.01,0,0,,0,0,21.5,10,303,1019.8,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T21:00:00,32,23.8,10.5,40.21,0,0,,0,0,23.4,10,301,1020.7,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T22:00:00,30.8,20.8,10.3,41.8,0,0,,0,0,20.1,13.2,321,1021.5,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-04T23:00:00,29.1,19,11.2,46.66,0,0,,0,0,21.2,12.3,293,1022.5,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T00:00:00,29,19.5,12,48.55,0,0,,0,0,18.7,10.9,302,1022.6,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T01:00:00,28.2,18.9,11.2,48.45,0,0,,0,0,28.9,10.1,301,1023,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T02:00:00,27,16.4,11.2,50.74,0,0,,0,0,20.2,12.4,302,1023.4,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T03:00:00,26.2,14.1,12,54.46,0,0,,0,0,22.9,15.1,301,1024,0,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T04:00:00,26.2,16.3,12.1,54.66,0,0,,0,0,16.1,10.4,292,1024,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T05:00:00,27,17.5,12.1,52.9,0,0,,0,0,13,10.2,301,1024.1,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T06:00:00,27,20,12.9,54.88,0,0,,0,0,13.2,6.3,298,1024.7,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T07:00:00,27,20.8,12.9,54.73,0,0,,0,0,13.2,5.4,298,1025.3,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T08:00:00,27.1,18.7,12.9,54.65,0,0,,0,0,13.2,8.2,282,1025.8,2,9.9,35,0.1,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T09:00:00,28.3,20,12.9,52.15,0,0,,0,0,13.2,8.4,264,1026.5,0,9.9,158,0.6,2,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T10:00:00,30,21.7,12,46.65,0,0,,0,0,18.3,9.2,301,1026.9,2,9.9,381,1.4,4,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T11:00:00,32.1,24.4,12.2,43.23,0,0,,0,0,15.4,8.9,328,1026.1,2,9.9,464,1.7,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T12:00:00,34.1,25.3,13,41.3,0,0,,0,0,18.3,12.1,306,1024.9,2,9.9,489,1.8,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T13:00:00,37,30.2,14.1,38.7,0,0,,0,0,15.9,9.5,310,1024.1,2,9.9,450,1.6,5,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T14:00:00,36.1,29.7,13.1,38.37,0,0,,0,0,15.9,8.3,263,1023.8,2,9.9,355,1.3,4,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T15:00:00,37.2,29.1,15.2,40.2,0,0,,0,0,15.2,12.7,298,1023.2,3.6,9.9,214,0.8,2,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T16:00:00,37.2,33.9,15.2,40.24,0,0,,0,0,13.4,4.2,261,1023.5,3.6,9.9,38,0.1,0,10,Clear,clear-day,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T17:00:00,36.1,31.7,15.3,42.17,0,0,,0,0,11.4,5.2,304,1023.2,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T18:00:00,36.1,31.2,15.2,42.06,0,0,,0,0,13.9,5.8,279,1023.4,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T19:00:00,36,33,16,43.67,0,0,,0,0,14.3,3.8,264,1024.3,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T20:00:00,35.1,29.5,17,47.24,0,0,,0,0,14.5,6.7,234,1023.7,6.5,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T21:00:00,35.1,29.1,17.9,49.21,0,0,,0,0,15.2,7.1,228,1023.5,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T22:00:00,34.2,27.5,18,51.16,0,0,,0,0,15.7,8.1,238,1023.4,3.6,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
10022,2024-01-05T23:00:00,33.2,29.8,17.9,52.98,0,0,,0,0,14.5,3.7,260,1022.8,2,9.9,0,0,0,10,Clear,clear-night,"72502594741,72505394728,KTEB,KLGA,F1417,KNYC,72503014732"
